	V3.16s	V5.16s	V6.16s	V7.16s	V8.16s	V9.16s	V10.16s	V11.16s	V12.16s	V13.16s	V14.16s	V15.16s	V16.16s	taxonomy
4479944	0	0	0	0	0	0	0	0	0	0.855127128732723	0	0	0	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
783106	0	0	0	0	0	0	0	0	0	0.641345346549542	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
1103136	0	0	0	0	0	0	0	0	0	0.267227227728976	0.581797663632531	0	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__
177797	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae
755282	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__AKIW874; g__; s__
4444764	0	0	0	0	0	0	0	0	0	1.01546346537011	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
829373	0	0	0	0	0	0	0	0	0	0.908572574278518	0	9.29869186046512	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia
406112	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
1111582	0	0	0	0	0	0	0	0	0	0.481009009912157	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__
4433035	0	0	0	0	0	0	0	0	0	3.3136176238393	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium; s__
566368	0	0	0	0	0	0	0	0	0	0.694790792095337	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
550414	0	0	0	0	0	0	0	0	0	1.22924524755329	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Jiangella; s__
307453	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
510580	0	0	0	0	0	0	0	0	0	0.748236237641132	0	0	0	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
237703	0	0	0	0	0	0	0	0	0	1.60336336637385	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
80113	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Rhizobium; s__
134616	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
336057	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
4375039	0	0	0	0	0	0	0	0	0	0.427563564366361	0	1.6531007751938	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
689017	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__
1126919	0	0	0	0	0	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Nocardia; s__
2595968	0	0	0	0	0	0	0	0	0	0.481009009912157	0.581797663632531	0	0	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
911947	0	0	0	0	0	0	0	0	0	1.38958158419067	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae
112952	0	0	0	0	0	0	0	0	0	1.60336336637385	0	0	0	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
513055	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Steroidobacter; s__
539496	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
591647	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
820191	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
585463	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
1111102	0	0	0	0	0	0	0	0	0	0.801681683186927	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
159621	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
574102	0	0	0	0	0	0	0	0	0	0.534454455457952	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Enhydrobacter; s__
833317	0	0	0	0	0	0	0	0	0	1.71025425746545	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales
4321045	0	0	0	0	0	0	0	0	0	2.03092693074022	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__[Entotheonellales]; f__[Entotheonellaceae]; g__; s__
4321043	0	0	0	0	0	0	0	0	0	0.481009009912157	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
637937	0	0	0	0	0	0	0	0	0	0.694790792095337	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
4344743	0	0	0	0	0	0	0	0	0	0.641345346549542	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
207866	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium; s__
577298	0	0	0	0	0	0	0	0	0	0.481009009912157	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Nocardia; s__
3815760	0	0	0	0	0	0	0	0	0	0.534454455457952	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
258056	0	0	0	0	0	0	0	0	0	0.748236237641132	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
327512	0	0	0	0	0	0	0	0	0	1.38958158419067	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
4433512	0	0	0	0	0	0	0	0	0	0.694790792095337	0	0	0	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
1037355	0	0	0	0	0	0	0	0	0	1.1223543564617	0	0	0.999250269434422	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces; s__mirabilis
4479935	0	0	0	0	0	0	0	0	0	1.60336336637385	0	0	0	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
786283	0	0	0	0	0	0	0	0	0	0.481009009912157	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
4368136	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
4456499	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__
968336	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Alicyclobacillaceae; g__Alicyclobacillus; s__
755077	0	0	0	0	0	0	0	0	0	0.641345346549542	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
777852	0	0	0	0	0	0	0	0	0	0.374118118820566	0	2.06637596899225	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__AKIW874; g__; s__
995662	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
807843	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-5; o__; f__; g__; s__
227534	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
4373961	0	0	0	0	0	0	0	0	0	0.481009009912157	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
593827	0	0	0	0	0	0	0	0	0	3.68773574265987	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
12000	0	0	0	0	0	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Thermomonosporaceae; g__Actinocorallia; s__
257611	0	0	0	0	0	0	0	0	0	1.22924524755329	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
331647	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
550467	0	0	0	0	0	0	0	0	0	0.748236237641132	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
2525736	0	0	0	0	0	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
810882	0	0	0	0	0	0	0	0	0	3.47395396047669	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
570191	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
828752	0	0	0	0	0	0	0	0	0	1.28269069309908	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
588567	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
578362	0	0	0	0	0	0	0	0	0	0.587899901003747	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__CCU21; f__; g__; s__
4398400	0	0	0	0	0	0	0	0	0	0.481009009912157	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__Ellin6075; g__; s__
329697	0	0	0	0	0	0	0	0	0	1.17579980200749	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__[Entotheonellales]; f__[Entotheonellaceae]; g__; s__
574141	0	0	0	0	0	0	0	0	0	1.22924524755329	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae
570552	0	0	0	0	0	0	0	0	0	0.534454455457952	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__
812809	0	0	0	0	0	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
1013060	0	0	0	0	0	0	0	0	0	0.801681683186927	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
4337868	0	0	0	0	0	0	0	0	0	1.76369970301124	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__
4314635	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__
572890	0	0	0	0	0	0	0	0	0	0.908572574278518	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
547148	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
571363	0	0	0	0	0	0	0	0	0	1.0689089109159	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
264188	0	0	0	0	0	0	0	0	0	1.1223543564617	1.53383020412213	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
256287	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Lysinibacillus
512663	0	0	0	0	0	0	0	0	0	0.801681683186927	0	1.03318798449612	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
237286	0	0	0	0	0	0	0	0	0	0.534454455457952	0	0	0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
726960	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
1145388	0	0	0	0	0	0	0	0	0	0.534454455457952	0	0	0	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
233724	0	0	0	0	0	0	0	0	0	0.481009009912157	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
235666	0	0	0	0	0	0	0	0	0	0.641345346549542	0.370234876857065	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__AKIW874; g__; s__
751947	0	0	0	0	0	0	0	0	0	1.87059059410283	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
549252	0	0	0	0	0	0	0	0	0	1.81714514855704	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
565179	0	0	0	0	0	0	0	0	0	3.3136176238393	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
4298549	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
585473	0	0	0	0	0	0	0	0	0	0.962018019824313	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Nannocystaceae; g__Plesiocystis; s__
137617	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Actinobacteria; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter; s__
547360	0	0	0	0	0	0	0	0	0	4.11529930702623	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__[Entotheonellales]; f__[Entotheonellaceae]; g__; s__
4091429	0	0	0	0	0	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__Isosphaera; s__
212776	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
206654	0	0	0	0	0	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
516561	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinosynnemataceae; g__; s__
562659	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
130408	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
136325	0	0	0	0	0	0	0	0	0	0.694790792095337	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
1040631	0	0	0	0	0	0	0	0	0	1.44302702973647	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
240838	0	0	0	0	0	0	0	0	0	1.60336336637385	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
1121806	0	0	0	0	0	0	0	0	0	3.58084485156828	0	0	0	k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__; f__; g__; s__
575719	0	0	0	0	0	0	0	0	0	0.962018019824313	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula; s__
1857055	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__
919491	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__firmus
2296337	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
4402805	0	0	0	0	0	0	0	0	0	0.748236237641132	0	0	0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
100721	0	0	0	0	0	0	0	0	0	0.481009009912157	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae
4479100	0	0	0	0	0	0	0	0	0	1.38958158419067	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
959744	0	0	0	0	0	0	0	0	0	0.587899901003747	0	0	0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__
810416	0	0	0	0	0	0	0	0	0	0.801681683186927	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
1111492	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
791214	0	0	0	0	0	0	0	0	0	4.3825265347552	0	0	0	k__Bacteria; p__Chloroflexi; c__S085; o__; f__; g__; s__
836155	0	0	0	0	0	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae
554597	0	0	0	0	0	0	0	0	0	0.481009009912157	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Pedomicrobium; s__
249778	0	0	0	0	0	0	0	0	0	0.534454455457952	0.581797663632531	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae
104644	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae
237613	0	0	0	0	0	0	0	0	0	0.855127128732723	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__wittichii
255389	0	0	0	0	0	0	0	0	0	0.694790792095337	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1639777	0	0	0	0	0	0	0	0	0	2.67227227728976	0	0	0	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
2851419	0	0	0	0	0	0	0	0	0	0.641345346549542	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__
657034	0	0	0	0	0	0	0	0	0	0.587899901003747	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
322588	0	0	0	0	0	0	0	0	0	0.641345346549542	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
18546	0	0	0	0	0	0	0	0	0	1.1223543564617	0.846251147101863	1.23982558139535	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae
1128503	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhodobiaceae; g__Afifella; s__
4414601	0	0	0	0	0	0	0	0	0	0.427563564366361	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
211934	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
895223	0	0	0	0	0	0	0	0	0	0.481009009912157	0	1.6531007751938	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
545306	0	0	0	0	0	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
565780	0	0	0	0	0	0	0	0	0	0.641345346549542	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
1064235	0	0	0	0	0	0	0	0	0	0.641345346549542	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__
1003093	0	0	0	0	0	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
28341	0	0	0	0	0	0	0	0	0	0.427563564366361	0.370234876857065	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__celatum
226216	0	0	0	0	0	0	0	0	0	0.267227227728976	0	1.03318798449612	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
171619	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae
1137392	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptosporangiaceae; g__Sphaerisporangium; s__
272393	0	0	0	0	0	0	0	0	0	1.0689089109159	0	0	0.999250269434422	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae
858813	0	0	0	0	0	0	0	0	0	1.54991792082806	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__RB40; g__; s__
951455	0	0	0	0	0	0	0	0	0	0.374118118820566	0.528906966938664	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
4093083	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__
35860	0	0	0	0	0	0	0	0	0	2.56538138619817	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__
240793	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
1546874	0	0	0	0	0	0	0	0	0	0.374118118820566	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
241220	0	0	0	0	0	0	0	0	0	5.39799000012531	0	0	0	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__C111; g__; s__
245273	0	0	0	0	0	0	0	0	0	2.08437237628601	0.264453483469332	0	0	k__Bacteria; p__Proteobacteria
4441255	0	0	0	0	0	0	0	0	0	1.28269069309908	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
2458157	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__
4303336	0	0	0	0	0	0	0	0	0	0.481009009912157	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
1125049	0	0	0	0	0	0	0	0	0	0.267227227728976	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
204874	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__A17; s__
121575	0	0	0	0	0	0	0	0	0	0.748236237641132	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
329740	0	0	0	0	0	0	0	0	0	0.748236237641132	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HTCC2188; f__HTCC2089; g__; s__
250724	0	0	0	0	0	0	0	0	0	0.320672673274771	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae
215477	0	0	0	0	0	0	0	0	0	0.694790792095337	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
